hotel_name,hotel_rating,city,amenities,hotel_price
The Queeny,3.4,Goa,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",1435.0
"Holiday Inn Goa Candolim, an IHG Hotel",4.7,Goa,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",15503.0
"Taj Holiday Village Resort and Spa, Goa",4.7,Goa,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",26550.0
ibis Mumbai Vikhroli,4.5,Mumbai,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Fitness center, Restaurant, Room service, Airport shuttle",7392.0
The Lalit Mumbai,4.4,Mumbai,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",14278.0
JW Marriott Mumbai Juhu,4.6,Mumbai,"5-star hotel, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Breakfast, Beach access",5725.0
Empire Royale Hotel,4.4,Mumbai,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Restaurant, Kitchen, Full-service laundry, 0",1582.0
"The Taj Mahal Palace, Mumbai",4.7,Mumbai,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",33021.0
Grand Hyatt Mumbai Hotel & Residences,4.5,Mumbai,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center",14025.0
Shahana Guest House,3.1,Mumbai,"2-star hotel, Breakfast, Free Wi-Fi, Air conditioning, Full-service laundry, 0, 0, 0, 0",635.0
SAINA RESORT,3.6,Mumbai,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Accessible, Kid-friendly",5082.0
Stay Villa Dormitory (for Male and Female),5.0,Mumbai,"Bungalow, Sleeps 28, 28 bedrooms, 7 bathrooms, Air conditioning, Kid-friendly, Kitchen, Smoke-free, No fitness center",952.0
Hotel Milan International,3.9,Mumbai,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",1389.0
Gagal Home BKC Suite | Rooms & Caretaker,3.7,Mumbai,"Sleeps 4, 2 bedrooms, Air conditioning, Elevator, Fireplace, Kitchen, Paid parking, Free Wi-Fi, No crib",4208.0
Qubestay Airport Capsule Hotel And Hostel,4.1,Mumbai,"Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Full-service laundry, Kid-friendly, 0, 0, 0",1334.0
"Ginger Mumbai, Goregaon",4.0,Mumbai,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, 0",4031.0
Royal Palms Villas with Private Pool,4.0,Mumbai,"Free Wi-Fi, Paid parking, Pool, Spa, Kitchen, Full-service laundry, 0, 0, 0",20536.0
The Leela Mumbai - Resort Style Business Hotel,4.5,Mumbai,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",11210.0
Hotel Nest N Rest - Mumbai,4.4,Mumbai,"Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0, 0",1116.0
Novotel Mumbai Juhu Beach,4.3,Mumbai,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Beach access",11785.0
Airport inn residency,3.7,Mumbai,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1109.0
Courtyard by Marriott Mumbai International Airport,4.4,Mumbai,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",11103.0
JW Marriott Mumbai Sahar,4.6,Mumbai,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",12963.0
The Westin Mumbai Garden City,4.5,Mumbai,"5-star hotel, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa, Breakfast",12963.0
"Holiday Inn Mumbai International Airport, an IHG Hotel",4.5,Mumbai,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",10619.0
Fairfield by Marriott Lucknow,4.3,Lucknow,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",4816.0
Novotel Lucknow Gomti Nagar,4.5,Lucknow,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Bar",6551.0
Townhouse 1166 Bsa Townhouse,3.7,Lucknow,"Apartment, Sleeps 3, 1 bedroom, Free parking, Free Wi-Fi, No air conditioning, No airport shuttle, No beach access, No elevator",1296.0
Hyatt Regency Lucknow,4.4,Lucknow,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4480.0
Radisson Lucknow City Center,4.3,Lucknow,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Spa, Bar",4189.0
Taj Mahal Lucknow,4.6,Lucknow,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",10936.0
The Regnant,4.2,Lucknow,"Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Bar, Restaurant, Room service",3892.0
Hilton Garden Inn Lucknow,4.3,Lucknow,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",5663.0
Ginger Lucknow,4.0,Lucknow,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly, 0",2664.0
DCorbiz Hotel & Restaurant,4.0,Lucknow,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",2108.0
Hotel Aryan,3.8,Lucknow,"2-star hotel, Free Wi-Fi, Room service, Kitchen, Full-service laundry, Kid-friendly, 0, 0, 0",587.0
Hotel Golden Orchid,4.0,Lucknow,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Room service, Kitchen, Airport shuttle, Full-service laundry",2218.0
Fortune Park BBD - Hotel in Lucknow,4.3,Lucknow,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",7197.0
Hotel Millenia Regency Lucknow,4.2,Lucknow,"Free breakfast, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible, Kid-friendly",2814.0
Golden Tulip Lucknow,4.2,Lucknow,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",7271.0
The Grand Radiant-3 Star Hotel in Lucknow,4.0,Lucknow,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",2453.0
Comfort Inn,4.1,Lucknow,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",3394.0
"lebua Lucknow, Saraca Estate",4.3,Lucknow,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",7621.0
Comfort Hotel Vista,4.6,Lucknow,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",6160.0
The Park Hotel,4.4,Kolkata,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",7295.0
"The Oberoi Grand, Kolkata",4.4,Kolkata,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",4534.0
The Elite Apartment Hotel,4.7,Kolkata,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Kitchen, Airport shuttle",784.0
Golden Parkk Hotel,4.0,Kolkata,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Spa, Bar, Restaurant, Room service",3790.0
Aristro Club,4.0,Kolkata,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service",1344.0
The Panash (Hotel and Banquets),4.4,Kolkata,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",1565.0
HOTEL ORCHID INN,4.2,Kolkata,"Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Full-service laundry, Kid-friendly, 0, 0",1027.0
Bubble Beds Kolkata,4.3,Kolkata,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, Business center",862.0
Hotel Platinum,3.9,Kolkata,"3-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Pet-friendly, Restaurant, Kitchen, Full-service laundry",1464.0
Aster Guest House Kolkata,4.0,Kolkata,"Free breakfast, Free Wi-Fi, Air conditioning, Pet-friendly, Paid parking, Restaurant, Full-service laundry, Kid-friendly, 0",2885.0
Hotel Radiant (Kolkata),4.0,Kolkata,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",2731.0
Hotel Afsha,3.4,Kolkata,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Accessible, 0",1285.0
backpackers park,4.0,Kolkata,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Kitchen, Full-service laundry, 0, 0",1103.0
Hotel Mayfair tower,4.0,Kolkata,"0, 0, 0, 0, 0, 0, 0, 0, 0",1680.0
"The Manor House, Kolkata",4.4,Kolkata,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",3880.0
Barsana Boutique Hotel,4.3,Kolkata,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",3719.0
Hotel Pan Asia Continental (A Unit Of Sharda Resources Limited),4.1,Kolkata,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",3074.0
Hotel Emirates,4.0,Kolkata,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle",3014.0
The Aster Heritage,4.7,Kolkata,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Room service, Full-service laundry, Business center, Kid-friendly",2778.0
Calcutta Bungalow| Heritage Rooms,4.9,Kolkata,"Sleeps 13, 6 bedrooms, Air conditioning, Fireplace, Paid parking, Free Wi-Fi, No crib, No elevator, No fitness center",8604.0
"BhubanBari historic house airy twin room w 2 baths, kitchen, garden terrace",5.0,Kolkata,"House, Sleeps 2, 1 bedroom, 2 bathrooms, Kid-friendly, Kitchen, Smoke-free, Free parking, No air conditioning",2856.0
Hotel Pawan Putra,4.1,Kolkata,"3-star hotel, Free breakfast, Free Wi-Fi, Pool, Air conditioning, Paid parking, Restaurant, Full-service laundry, 0",2436.0
"FabHotel Orion Crystal - Hotel in Park Circus, Kolkata",4.1,Kolkata,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",2652.0
The Elanza Hotel,4.1,Bangalore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle",3968.0
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,Bangalore,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4480.0
Kadackal Farmhouse | Rooms & Pool,4.2,Bangalore,"Sleeps 9, 3 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, No crib, No elevator, No fitness center",4012.0
Kings Palace Manyata,3.2,Bangalore,"Sleeps 8, 3 bedrooms, Air conditioning, Elevator, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib",891.0
Prestige Residency,3.1,Bangalore,"Free Wi-Fi, Breakfast, Room service, Kitchen, Full-service laundry, 0, 0, 0, 0",609.0
Hotel TAP Paradise,3.4,Bangalore,"1-star hotel, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry",539.0
Regenta Inn Grand Koramangala,4.6,Bangalore,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, Full-service laundry",3192.0
Guhantara,3.7,Bangalore,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Spa, Restaurant, Full-service laundry",4803.0
Palm Meadows Resort,4.5,Bangalore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",6745.0
Holiday Inn Express & Suites Bengaluru OMR,4.4,Bangalore,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle",4930.0
Howard Johnson by Wyndham Bengaluru Hebbal,4.1,Bangalore,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",4636.0
The Signature Inn,3.8,Bangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",756.0
"Radisson Blu Hotel, Atria Bengaluru",4.4,Bangalore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",6300.0
SAP Golden Grande,4.0,Bangalore,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",792.0
Royal Regency Lodge,3.8,Bangalore,"3-star hotel, Free Wi-Fi, Free parking, Air conditioning, Breakfast, Room service, Airport shuttle, Full-service laundry, Accessible",909.0
The Chancery Pavilion,4.1,Bangalore,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",5376.0
Bangalore Gate Hotel & Conferences,4.1,Bangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",2804.0
"Holiday Inn Bengaluru Racecourse, an IHG Hotel",4.4,Bangalore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",6298.0
Gokulam Grand Hotel & Spa,4.3,Bangalore,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",6228.0
"Taj Yeshwantpur, Bengaluru",4.5,Bangalore,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",11800.0
Attide Boutique Hotel,4.2,Bangalore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",3863.0
Hyatt Place Hyderabad Banjara Hills,4.3,Hyderabad,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",11209.0
Trident Hotel Hyderabad,4.5,Hyderabad,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",10974.0
The Wilderness Retreat,4.0,Hyderabad,"Free breakfast, Free Wi-Fi, Free parking, Pool, Pet-friendly, Restaurant, Room service, Full-service laundry, Kid-friendly",4928.0
Hyderabad Marriott Hotel & Convention Centre,4.4,Hyderabad,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",7112.0
Citadel Hotels & Conventions By Vinnca,4.4,Hyderabad,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Accessible",3640.0
Hotel Rainbow Tower,4.5,Hyderabad,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1187.0
"Deccan Serai Hotel, HITEC CITY, HYDERABAD",4.2,Hyderabad,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle",3436.0
Taramati Baradari Resort,4.2,Hyderabad,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen",2520.0
The Grand Plaza Hotel,3.8,Hyderabad,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Accessible",1240.0
Taj Falaknuma Palace,4.7,Hyderabad,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",46573.0
"Lemon Tree Hotel, Gachibowli, Hyderabad",4.2,Hyderabad,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",4910.0
Hotel Shubham Palace - Karmanghat,4.3,Hyderabad,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",2371.0
RESTEL STUDIO FLATS,4.2,Hyderabad,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen, Airport shuttle",2576.0
Ellaa Hotel,4.8,Hyderabad,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",4349.0
Zibe Hyderabad by GRT Hotels,4.5,Hyderabad,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",4520.0
Ananya Eco Resorts,3.9,Hyderabad,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kid-friendly, 0, 0, 0",3808.0
Hotel Daspalla Hyderabad,4.2,Hyderabad,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",5446.0
Capital O Jubilee Banjara Suites Near City Center Mall,3.2,Hyderabad,"Apartment, Sleeps 4, 2 bedrooms, Air conditioning, Cable TV, Free Wi-Fi, No airport shuttle, No beach access, No elevator",1044.0
Luxury House in Hyderabad With Chef and Driver,5.0,Hyderabad,"Sleeps 6, 3 bedrooms, 4 bathrooms, Kitchen, Free parking, Free Wi-Fi, No air conditioning, No airport shuttle, No beach access",10115.0
"Taj Krishna, Hyderabad",4.5,Hyderabad,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",11800.0
Treebo Trend South Avenue With Roadside View,3.8,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",9558.0
The Bull Boutique Hotel,4.3,Pondicherry,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",4129.0
Aashikha Farm House,4.8,Pondicherry,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Room service, Kitchen, Airport shuttle",1974.0
HOMESTAY HOTEL LA VILLA PONDI CHÉRIE GUESTHOUSE ROOMS,4.3,Pondicherry,"Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa, Restaurant",904.0
La Grrande Malar - The Boutique Hotel Pondicherry,4.4,Pondicherry,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, 0",2344.0
Treebo Trend Grace Inn,4.2,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Kid-friendly",9698.0
Hotel Bon Sejour,3.8,Pondicherry,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",4415.0
Esparan Heritage,4.3,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",1990.0
La Maison Pondichéry - Heritage Guesthouse,4.4,Pondicherry,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Beach access, Restaurant, Room service, Airport shuttle, Full-service laundry",3846.0
Lotus Comfort- A Pondy Hotel,3.6,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Kid-friendly",1734.0
Pleasant Inn,3.9,Pondicherry,"1-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",1016.0
A La Villa Creole,4.2,Pondicherry,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly",1659.0
Hotel Le Royal Park,4.1,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",3415.0
Raj Residency,4.2,Pondicherry,"1-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle",1593.0
Hotel Ram International,3.9,Pondicherry,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",1939.0
Prince Park Farm House,3.9,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",2258.0
Hotel D'Inn,3.6,Pondicherry,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle",1190.0
Hotel Annamalai International,4.0,Pondicherry,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",3724.0
Nomad House,4.5,Pondicherry,"Free Wi-Fi, Air conditioning, Kitchen, Full-service laundry, 0, 0, 0, 0, 0",1381.0
Villa Sentosa,4.1,Pondicherry,"Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly, 0",2168.0
Her View I Luxe Room & Kitchen,3.2,Pondicherry,"Sleeps 12, 4 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No beach access, No crib",3306.0
Maison Petite Singapore,3.9,Pondicherry,"House, Sleeps 10, 5 bedrooms, 5 bathrooms, Air conditioning, Smoke-free, Free parking, Free Wi-Fi, No airport shuttle",2521.0
Hotel Gargee Grand | Best Hotel in Patna,4.1,Patna,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",4956.0
HOTEL AMALFI GRAND,4.1,Patna,"4-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle",4004.0
Hotel Fortune..,3.6,Patna,"3-star hotel, Free Wi-Fi, Paid parking, Pool, Restaurant, Kitchen, Full-service laundry, Kid-friendly, 0",1200.0
Hotel Bodhi Tree - Best Hotel in Patna | Hotels Near Patna junction Railway Station and Patna airport,4.1,Patna,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",2438.0
"Lemon Tree Premier, Patna",4.1,Patna,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",6472.0
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4.0,Patna,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Kitchen",4662.0
Ghar Aangan Resort,3.9,Patna,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service",2902.0
The Park Pride,4.2,Patna,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Full-service laundry, 0, 0",2837.0
"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",4.0,Patna,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant, Room service",1712.0
Buddha Heritage,4.0,Patna,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",3015.0
Hotel Maurya,4.3,Patna,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",10112.0
Hotel Mundrika Deluxe,3.2,Patna,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",1300.0
Hotel Aurelia Pearl,4.8,Patna,"Breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Smoke-free, 0, 0",1846.0
The Hotel Bliss | Best Hotels in Patna,4.1,Patna,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",1450.0
The AVR Hotel,4.1,Patna,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle",2438.0
Super OYO Townhouse OAK Holiday Grand,3.3,Patna,"Apartment, Sleeps 7, Air conditioning, Kitchen, Cable TV, Free Wi-Fi, No airport shuttle, No beach access, No elevator",1553.0
Hotel Windsor,3.9,Patna,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",4536.0
Treebo Trend Seven Suites,3.5,Nagpur,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Paid parking, Room service, Kitchen, Full-service laundry, Kid-friendly",2488.0
Treebo Trend Chalets,4.2,Nagpur,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",3008.0
Radisson Blu Hotel Nagpur,4.5,Nagpur,"5-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",9361.0
Regenta Central Hotel & Convention Centre,4.0,Nagpur,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",3830.0
Hotel The Embassy,4.1,Nagpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service",3395.0
Hotel Centre Point,4.3,Nagpur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4681.0
"The Legend Inn, Nagpur",4.0,Nagpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle",3276.0
Orange Tree Hotels,4.4,Nagpur,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, 0, 0",3042.0
Octave Parkland Suites,4.3,Nagpur,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Room service, Kitchen, Full-service laundry, 0",2099.0
"RSVP NAGPUR(Restro-bar,Rooftop & Rooms)",4.0,Nagpur,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Full-service laundry, 0, 0",2300.0
